Data,qtd_focos,media_dias_sem_chuva,media_precipitacao,media_risco_fogo,media_frp,Mes,DiaSemana,Estacao_Seca,lag_1,lag_2
2018-07-27,337,23.979228486646885,0.0,0.8913432835820896,18.912142857142857,7,4,1,274.0,290.0
2018-07-28,527,18.33586337760911,0.20208728652751423,0.9435114503816795,21.524444444444445,7,5,1,337.0,274.0
2018-07-29,196,21.8265306122449,1.7260204081632653,0.9213541666666667,19.73780487804878,7,6,1,527.0,337.0
2018-07-30,172,24.72093023255814,1.4011627906976745,0.8744047619047619,12.223770491803279,7,0,1,196.0,527.0
2018-07-31,42,15.071428571428571,4.247619047619048,0.7428571428571429,13.191666666666668,7,1,1,172.0,196.0
2018-08-01,77,5.597402597402597,4.323376623376623,0.6298701298701299,18.974999999999998,8,2,1,42.0,172.0
2018-08-02,76,4.2894736842105265,0.656578947368421,0.673972602739726,12.302222222222223,8,3,1,77.0,42.0
2018-08-03,102,5.901960784313726,0.04313725490196079,0.5255102040816326,6.7625,8,4,1,76.0,77.0
2018-08-04,331,4.746223564954683,0.20362537764350455,0.5740181268882175,25.668639053254438,8,5,1,102.0,76.0
2018-08-05,146,4.308219178082192,4.4595890410958905,0.5694444444444444,25.139622641509437,8,6,1,331.0,102.0
2018-08-06,122,1.4098360655737705,1.1959016393442623,0.4131147540983606,18.01851851851852,8,0,1,146.0,331.0
2018-08-07,225,4.888888888888889,0.10755555555555556,0.6128888888888889,21.403703703703705,8,1,1,122.0,146.0
2018-08-08,523,4.294455066921606,4.1057361376673045,0.555705996131528,19.343016759776535,8,2,1,225.0,122.0
2018-08-09,862,3.0104408352668215,1.1235498839907192,0.4605200945626478,26.277570093457946,8,3,1,523.0,225.0
2018-08-10,562,1.7153024911032029,0.1293594306049822,0.6833631484794276,15.272169811320754,8,4,1,862.0,523.0
2018-08-11,707,3.181046676096181,0.07227722772277229,0.7574468085106383,21.513031914893617,8,5,1,562.0,862.0
2018-08-12,400,4.0775,0.25025,0.7680904522613065,12.452918287937743,8,6,1,707.0,562.0
2018-08-13,567,5.650793650793651,0.6904761904761905,0.859646017699115,16.603825136612024,8,0,1,400.0,707.0
2018-08-14,448,5.966517857142857,12.481919642857145,0.47612612612612615,11.363117870722434,8,1,1,567.0,400.0
2018-08-15,14,7.928571428571429,24.37857142857143,0.1357142857142857,9.85,8,2,1,448.0,567.0
2018-08-16,19,0.0,0.38421052631578945,0.1,22.641666666666666,8,3,1,14.0,448.0
2018-08-17,77,1.7532467532467533,0.39090909090909093,0.3116883116883117,21.85625,8,4,1,19.0,14.0
2018-08-18,308,2.457792207792208,1.8370129870129868,0.26590163934426225,24.435882352941178,8,5,1,77.0,19.0
2018-08-19,345,2.3884057971014494,4.575942028985508,0.250733137829912,38.8235632183908,8,6,1,308.0,77.0
2018-08-20,81,2.049382716049383,17.39753086419753,0.2240506329113924,3.2014084507042253,8,0,1,345.0,308.0
2018-08-21,11,0.5454545454545454,3.190909090909091,0.6272727272727273,12.99,8,1,1,81.0,345.0
2018-08-22,92,1.7065217391304348,0.010869565217391304,0.30329670329670333,13.603389830508474,8,2,1,11.0,81.0
2018-08-23,418,2.937799043062201,0.0009569377990430622,0.34783653846153845,39.39478672985781,8,3,1,92.0,11.0
2018-08-24,922,3.9544468546637743,0.11127982646420824,0.4417124039517014,25.646943231441046,8,4,1,418.0,92.0
2018-08-25,378,3.947089947089947,38.786243386243385,0.040266666666666666,5.833727810650887,8,5,1,922.0,418.0
2018-08-26,61,3.3114754098360657,3.821311475409836,0.3377049180327869,17.66923076923077,8,6,1,378.0,922.0
2018-08-27,291,1.288659793814433,0.0027491408934707906,0.23298969072164946,27.85857988165681,8,0,1,61.0,378.0
2018-08-28,700,2.34,0.0,0.23968481375358167,14.831428571428571,8,1,1,291.0,61.0
2018-08-29,540,2.748148148148148,1.5762962962962963,0.274487895716946,14.798370672097759,8,2,1,700.0,291.0
2018-08-30,599,3.5792988313856426,0.42520868113522536,0.47879799666110184,22.299283154121863,8,3,1,540.0,700.0
2018-08-31,1066,3.682926829268293,4.499155722326455,0.35359848484848483,18.92727272727273,8,4,1,599.0,540.0
2018-09-01,615,2.4991869918699186,3.747967479674797,0.27941176470588236,21.48320987654321,9,5,1,1066.0,599.0
2018-09-02,232,2.7974137931034484,8.755172413793103,0.1502183406113537,8.345238095238095,9,6,1,615.0,1066.0
2018-09-03,639,0.42566510172143973,0.5682316118935837,0.26729264475743353,33.787947882736155,9,0,1,232.0,615.0
2018-09-04,3004,1.6238348868175765,0.002663115845539281,0.3567189063021007,25.474745547073795,9,1,1,639.0,232.0
2018-09-05,3170,2.6662460567823345,0.0,0.44126029132362254,19.211998132586366,9,2,1,3004.0,639.0
2018-09-06,2265,3.6362030905077263,0.0,0.5259062776304155,15.101068999028183,9,3,1,3170.0,3004.0
2018-09-07,3211,4.683276237932108,0.0015571473061351605,0.5363520813473149,31.29509677419355,9,4,1,2265.0,3170.0
2018-09-08,2331,5.607464607464608,0.007636207636207637,0.5466434176111595,22.825484764542935,9,5,1,3211.0,2265.0
2018-09-09,2803,6.678201926507314,0.008740635033892259,0.6174223491610139,35.39821648216482,9,6,1,2331.0,3211.0
2018-09-10,1192,7.4874161073825505,0.4408557046979866,0.563056255247691,5.579539641943734,9,0,1,2803.0,2331.0
2018-09-11,946,7.689217758985201,1.057399577167019,0.5173913043478261,21.27487091222031,9,1,1,1192.0,2803.0
2018-09-12,1167,7.863753213367609,0.7262210796915167,0.6000000000000001,21.16148359486448,9,2,1,946.0,1192.0
2018-09-13,289,7.041522491349481,1.803114186851211,0.5088028169014085,6.806756756756757,9,3,1,1167.0,946.0
2018-09-14,357,5.179271708683474,1.2263305322128852,0.5461971830985916,25.898019801980197,9,4,1,289.0,1167.0
2018-09-15,140,4.807142857142857,7.003571428571429,0.3171428571428571,5.012280701754386,9,5,1,357.0,289.0
2018-09-18,13,0.23076923076923078,14.546153846153846,0.09999999999999999,9.207692307692309,9,1,1,11.0,140.0
2018-09-19,50,0.22,7.1160000000000005,0.052000000000000005,12.637931034482758,9,2,1,13.0,11.0
2018-09-20,46,0.34782608695652173,11.04782608695652,0.02888888888888889,13.25263157894737,9,3,1,50.0,13.0
2018-09-21,128,1.0390625,4.890625,0.18046875,17.22051282051282,9,4,1,46.0,50.0
2018-09-22,15,0.9333333333333333,5.206666666666666,0.1,4.333333333333333,9,5,1,128.0,46.0
2018-09-23,34,1.0,1.0647058823529412,0.1484848484848485,23.91764705882353,9,6,1,15.0,128.0
2018-09-24,155,1.664516129032258,0.16774193548387098,0.20129032258064516,24.398360655737704,9,0,1,34.0,15.0
2018-09-25,687,2.1528384279475983,0.015574963609898107,0.2711340206185567,19.526973684210525,9,1,1,155.0,34.0
2018-09-26,573,2.762652705061082,1.9211169284467713,0.2784210526315789,10.798013245033113,9,2,1,687.0,155.0
2018-09-27,177,2.3333333333333335,6.0740112994350275,0.2281609195402299,19.43515625,9,3,1,573.0,687.0
2018-09-28,170,2.276470588235294,3.3452941176470583,0.2106508875739645,146.07872340425533,9,4,1,177.0,573.0
2018-09-29,77,1.3376623376623376,1.105194805194805,0.17012987012987013,18.39342105263158,9,5,1,170.0,177.0
2018-09-30,140,2.557142857142857,2.682857142857143,0.3532374100719425,23.370212765957447,9,6,1,77.0,170.0
2018-10-01,79,1.9240506329113924,6.275949367088608,0.21518987341772153,7.447142857142857,10,0,1,140.0,77.0
2018-10-03,4,1.25,11.85,0.0,3.1,10,2,1,79.0,140.0
2018-10-04,9,0.2222222222222222,2.566666666666667,0.03333333333333333,32.3625,10,3,1,4.0,79.0
2018-10-05,23,0.9130434782608695,8.682608695652174,0.017391304347826087,7.171428571428571,10,4,1,9.0,4.0
2018-10-06,23,1.7391304347826086,5.3,0.0761904761904762,9.366666666666667,10,5,1,23.0,9.0
2018-10-07,130,1.9076923076923078,0.20307692307692307,0.31848739495798317,12.006060606060606,10,6,1,23.0,23.0
2018-10-08,57,0.7192982456140351,1.4140350877192982,0.18928571428571428,28.02,10,0,1,130.0,23.0
2018-10-09,217,1.5115207373271888,3.7442396313364057,0.123963133640553,14.145999999999999,10,1,1,57.0,130.0
2018-10-10,187,0.6096256684491979,5.872727272727273,0.15294117647058825,10.508333333333335,10,2,1,217.0,57.0
2018-10-12,3,0.0,1.3,0.03333333333333333,2.4,10,4,1,187.0,217.0
2018-10-13,24,0.875,3.1208333333333336,0.10833333333333332,10.579166666666667,10,5,1,3.0,187.0
2018-10-14,61,1.7704918032786885,2.4065573770491806,0.07166666666666667,18.947169811320755,10,6,1,24.0,3.0
2018-10-15,294,1.683673469387755,0.14319727891156464,0.1403448275862069,19.819847328244276,10,0,1,61.0,24.0
2018-10-16,451,2.9046563192904657,0.024390243902439025,0.23816964285714287,17.661246612466126,10,1,1,294.0,61.0
2018-10-17,391,3.6445012787723785,0.6698209718670076,0.2854219948849105,14.099062499999999,10,2,1,451.0,294.0
2018-10-18,87,2.839080459770115,7.32183908045977,0.16835443037974684,7.061904761904762,10,3,1,391.0,451.0
2018-10-19,27,1.5925925925925926,0.9111111111111112,0.22962962962962963,14.773333333333333,10,4,1,87.0,391.0
2018-10-21,6,0.16666666666666666,0.03333333333333333,0.0,3.5,10,6,1,27.0,87.0
2018-10-22,4,2.75,5.875,0.25,8.7,10,0,1,6.0,27.0
2018-10-23,6,0.0,2.9166666666666665,0.0,7.1000000000000005,10,1,1,4.0,6.0
2018-10-26,10,0.0,0.0,0.14,6.885714285714286,10,4,1,6.0,4.0
2018-10-27,61,0.6229508196721312,0.5426229508196722,0.08333333333333333,11.423076923076923,10,5,1,10.0,6.0
2018-10-28,56,1.4464285714285714,6.203571428571428,0.08181818181818182,18.909259259259258,10,6,1,61.0,10.0
2018-10-29,68,2.073529411764706,1.6955882352941176,0.17424242424242425,19.22051282051282,10,0,1,56.0,61.0
2018-10-30,11,2.727272727272727,14.30909090909091,0.0,11.80909090909091,10,1,1,68.0,56.0
2018-10-31,14,1.8571428571428572,3.0,0.2714285714285714,16.666666666666668,10,2,1,11.0,68.0
2018-11-01,26,0.6153846153846154,7.723076923076922,0.04230769230769231,12.942307692307692,11,3,0,14.0,11.0
2018-11-02,27,0.5925925925925926,1.1259259259259258,0.07037037037037037,6.276,11,4,0,26.0,14.0
2018-11-03,53,1.0566037735849056,1.3622641509433964,0.043396226415094344,17.07777777777778,11,5,0,27.0,26.0
2018-11-04,59,0.3050847457627119,0.04745762711864406,0.07272727272727272,7.670833333333333,11,6,0,53.0,27.0
2018-11-05,43,0.5116279069767442,3.609302325581395,0.07674418604651163,19.329411764705885,11,0,0,59.0,53.0
2018-11-06,2,1.0,2.35,0.3,4.0,11,1,0,43.0,59.0
2018-11-07,33,1.5151515151515151,3.6,0.04242424242424243,25.6625,11,2,0,2.0,43.0
2018-11-08,3,0.6666666666666666,4.566666666666666,0.39999999999999997,5.133333333333334,11,3,0,33.0,2.0
2018-11-10,1,0.0,1.4,0.0,15.1,11,5,0,3.0,33.0
2018-11-11,2,1.0,3.8,0.1,6.4,11,6,0,1.0,3.0
2018-11-12,18,0.9444444444444444,1.5777777777777777,0.08888888888888889,11.894117647058824,11,0,0,2.0,1.0
2018-11-13,1,1.0,40.6,0.0,5.2,11,1,0,18.0,2.0
2018-11-17,11,1.5454545454545454,0.38181818181818183,0.0,9.477777777777778,11,5,0,1.0,18.0
2018-11-18,1,0.0,5.7,0.0,7.4,11,6,0,11.0,1.0
2018-11-19,1,0.0,3.4,0.1,2.9,11,0,0,1.0,11.0
2018-11-26,1,0.0,5.5,0.0,9.9,11,0,0,1.0,1.0
2018-12-12,10,3.0,2.43,0.13333333333333333,7.92,12,2,0,1.0,1.0
2018-12-13,1,5.0,0.4,0.2,4.9,12,3,0,10.0,1.0
2018-12-14,8,1.875,0.5249999999999999,0.16666666666666666,7.525,12,4,0,1.0,10.0
2018-12-20,1,0.0,0.1,0.0,0.8,12,3,0,8.0,1.0
2018-12-21,8,2.0,3.075,0.03333333333333333,20.25,12,4,0,1.0,8.0
2018-12-22,34,0.0,1.5411764705882351,0.029411764705882353,13.963636363636363,12,5,0,8.0,1.0
2018-12-23,1,0.0,3.1,0.0,6.3,12,6,0,34.0,8.0
2018-12-24,3,0.0,7.2,0.09999999999999999,6.566666666666666,12,0,0,1.0,34.0
2018-12-26,3,0.0,0.9333333333333332,0.0,10.533333333333333,12,2,0,3.0,1.0
2018-12-29,2,0.0,1.0,0.0,6.9,12,5,0,3.0,3.0
2019-01-02,5,0.0,0.5,0.0,1.2,1,2,0,2.0,3.0
2019-01-03,2,0.0,10.05,0.0,1.8,1,3,0,5.0,2.0
2019-01-15,15,2.533333333333333,0.5,0.27692307692307694,7.9750000000000005,1,1,0,2.0,2.0
2019-01-16,1,2.0,7.2,0.0,4.0,1,2,0,15.0,2.0
2019-01-17,6,1.3333333333333333,3.4499999999999997,0.32,14.0,1,3,0,1.0,15.0
2019-01-18,4,2.75,5.925000000000001,0.0,9.2,1,4,0,6.0,1.0
2019-01-20,5,2.0,6.0200000000000005,0.05,7.3,1,6,0,1.0,4.0
2019-01-23,1,0.0,11.8,0.0,3.5,1,2,0,5.0,1.0
2019-01-25,6,1.1666666666666667,0.6166666666666667,0.11666666666666665,5.316666666666666,1,4,0,1.0,5.0
2019-01-26,23,1.7391304347826086,0.7217391304347827,0.028571428571428574,3.814285714285714,1,5,0,6.0,1.0
2019-01-27,6,1.0,14.233333333333334,0.0,6.983333333333333,1,6,0,23.0,6.0
2019-01-28,1,3.0,7.9,0.0,5.3,1,0,0,6.0,23.0
2019-02-05,4,1.0,1.45,0.05,6.199999999999999,2,1,0,2.0,1.0
2019-02-07,2,0.0,0.6,0.0,10.6,2,3,0,4.0,2.0
2019-02-09,9,0.0,0.3,0.0,2.7399999999999998,2,5,0,2.0,4.0
2019-02-12,1,0.0,1.8,0.0,1.0,2,1,0,5.0,9.0
2019-02-16,5,0.0,12.72,0.0,1.54,2,5,0,1.0,5.0
2019-03-03,3,0.0,6.6000000000000005,0.0,5.6,3,6,0,4.0,1.0
2019-03-07,9,0.0,12.8,0.0,8.200000000000001,3,3,0,1.0,3.0
2019-03-10,2,1.0,9.5,0.0,4.0,3,6,0,2.0,9.0
2019-03-15,1,2.0,5.7,0.0,1.1,3,4,0,1.0,2.0
2019-03-16,3,0.0,8.233333333333333,0.03333333333333333,8.733333333333333,3,5,0,1.0,1.0
2019-03-18,3,1.0,1.4666666666666668,0.0,8.166666666666666,3,0,0,2.0,3.0
2019-03-20,1,0.0,4.3,0.0,1.8,3,2,0,3.0,2.0
2019-03-27,1,0.0,7.5,0.0,0.8,3,2,0,1.0,3.0
2019-03-30,3,0.0,14.933333333333332,0.0,5.8,3,5,0,1.0,1.0
2019-03-31,9,0.0,3.088888888888889,0.0,1.6,3,6,0,3.0,1.0
2019-04-01,4,0.0,0.3,0.0,1.25,4,0,0,9.0,3.0
2019-04-09,7,3.0,0.08571428571428573,0.17142857142857146,1.175,4,1,0,4.0,9.0
2019-04-10,1,4.0,0.0,0.3,0.9,4,2,0,7.0,4.0
2019-04-12,2,3.0,2.1,0.1,6.9,4,4,0,1.0,7.0
2019-04-14,19,1.368421052631579,0.10526315789473684,0.13333333333333333,9.054545454545455,4,6,0,2.0,1.0
2019-04-19,7,0.0,1.9714285714285715,0.1,1.475,4,4,0,19.0,2.0
2019-04-20,1,0.0,8.5,0.0,3.7,4,5,0,7.0,19.0
2019-04-21,7,0.0,2.857142857142857,0.0,2.314285714285714,4,6,0,1.0,7.0
2019-04-26,1,0.0,20.5,0.0,0.7,4,4,0,1.0,7.0
2019-04-27,2,0.0,0.8,0.0,1.1,4,5,0,1.0,1.0
2019-05-02,2,0.0,0.5,0.0,8.8,5,3,0,2.0,1.0
2019-05-04,1,0.0,0.7,0.0,6.1,5,5,0,2.0,2.0
2019-05-06,2,0.0,0.0,0.15000000000000002,1.0,5,0,0,1.0,2.0
2019-05-07,12,2.0,0.0,0.09999999999999999,4.677777777777778,5,1,0,2.0,1.0
2019-05-08,18,2.2777777777777777,0.011111111111111112,0.2,5.2,5,2,0,12.0,2.0
2019-05-09,6,4.666666666666667,0.0,0.21666666666666667,5.55,5,3,0,18.0,12.0
2019-05-11,14,5.571428571428571,0.2857142857142857,0.4307692307692308,4.04,5,5,0,4.0,6.0
2019-05-12,10,5.2,8.7,0.022222222222222223,2.9875,5,6,0,14.0,4.0
2019-05-15,8,2.0,0.0,0.07500000000000001,11.75,5,2,0,10.0,14.0
2019-05-17,7,4.0,0.028571428571428574,0.4666666666666666,1.3,5,4,0,7.0,8.0
2019-05-18,12,5.0,0.0,0.43,3.2083333333333335,5,5,0,7.0,7.0
2019-05-19,28,6.0,0.09285714285714286,0.42608695652173917,11.35,5,6,0,12.0,7.0
2019-05-22,8,7.0,0.0,0.675,3.1,5,2,0,28.0,12.0
2019-05-23,5,4.6,1.3,0.64,12.15,5,3,0,8.0,28.0
2019-05-26,13,3.230769230769231,0.11538461538461539,0.7090909090909091,3.2714285714285714,5,6,0,5.0,8.0
2019-05-27,5,3.8,0.0,1.0,3.3,5,0,0,13.0,5.0
2019-05-28,7,5.714285714285714,0.08571428571428573,0.5571428571428572,3.15,5,1,0,5.0,13.0
2019-05-29,5,5.6,17.48,0.04,2.68,5,2,0,7.0,5.0
2019-05-30,1,5.0,3.2,0.0,2.1,5,3,0,5.0,7.0
2019-05-31,4,0.0,0.0,0.2,11.0,5,4,0,1.0,5.0
2019-06-01,29,1.1379310344827587,4.844827586206897,0.13846153846153847,2.3416666666666663,6,5,0,4.0,1.0
2019-06-02,2,6.0,3.9,0.8,1.6,6,6,0,29.0,4.0
2019-06-04,1,2.0,0.0,0.1,1.0,6,1,0,2.0,29.0
2019-06-05,1,2.0,0.0,0.7,9.4,6,2,0,1.0,2.0
2019-06-07,6,4.666666666666667,1.2166666666666666,0.4666666666666666,9.45,6,4,0,7.0,1.0
2019-06-08,10,4.3,3.9299999999999997,0.19,3.4125,6,5,0,6.0,7.0
2019-06-09,1,1.0,1.4,0.1,6.7,6,6,0,10.0,6.0
2019-06-11,4,2.0,0.05,0.1,9.266666666666666,6,1,0,1.0,10.0
2019-06-13,3,2.6666666666666665,0.43333333333333335,0.95,8.2,6,3,0,2.0,4.0
2019-06-14,15,2.6666666666666665,0.19333333333333333,0.4916666666666667,7.877777777777778,6,4,0,3.0,2.0
2019-06-15,19,4.2105263157894735,0.010526315789473684,0.6157894736842104,3.641666666666666,6,5,0,15.0,3.0
2019-06-16,10,6.1,0.0,0.43,5.571428571428571,6,6,0,19.0,15.0
2019-06-17,14,5.0,0.7142857142857143,0.5916666666666667,5.325,6,0,0,10.0,19.0
2019-06-18,29,6.724137931034483,0.03103448275862069,0.6714285714285715,5.93076923076923,6,1,0,14.0,10.0
2019-06-19,17,6.0,0.017647058823529415,0.7705882352941176,14.922222222222224,6,2,0,29.0,14.0
2019-06-20,28,8.321428571428571,0.0,0.6559999999999999,6.454545454545454,6,3,0,17.0,29.0
2019-06-21,12,7.166666666666667,0.0,0.5399999999999999,4.8,6,4,0,28.0,17.0
2019-06-22,18,11.555555555555555,0.05555555555555555,0.66875,8.1375,6,5,0,12.0,28.0
2019-06-23,14,10.357142857142858,0.0,0.5642857142857143,8.328571428571427,6,6,0,18.0,12.0
2019-06-24,11,12.272727272727273,0.15454545454545457,0.4,8.677777777777777,6,0,0,14.0,18.0
2019-06-25,11,15.909090909090908,0.0,0.7000000000000001,4.68,6,1,0,11.0,14.0
2019-06-27,3,0.0,0.10000000000000002,0.5333333333333333,7.8,6,3,0,11.0,11.0
2019-06-28,11,1.5454545454545454,0.0,0.5777777777777778,4.0,6,4,0,3.0,11.0
2019-06-29,47,2.574468085106383,0.019148936170212762,0.5666666666666667,13.893103448275863,6,5,0,11.0,3.0
2019-06-30,45,5.711111111111111,0.015555555555555555,0.6488372093023256,7.058064516129032,6,6,0,47.0,11.0
2019-07-01,37,8.972972972972974,0.0,0.6918918918918919,8.73,7,0,1,45.0,47.0
2019-07-02,17,5.9411764705882355,0.06470588235294118,0.6705882352941177,5.325,7,1,1,37.0,45.0
2019-07-03,26,5.8076923076923075,0.0,0.7192307692307692,10.623809523809523,7,2,1,17.0,37.0
2019-07-04,30,7.0,0.07,0.55,9.727272727272727,7,3,1,26.0,17.0
2019-07-05,5,8.0,0.0,0.6,1.925,7,4,1,30.0,26.0
2019-07-06,24,6.333333333333333,0.0,0.48,7.355555555555556,7,5,1,5.0,30.0
2019-07-07,25,10.0,0.0,0.635,7.885,7,6,1,24.0,5.0
2019-07-08,65,11.246153846153845,0.0,0.7452830188679245,15.324390243902437,7,0,1,25.0,24.0
2019-07-09,47,12.425531914893616,0.0,0.8511627906976744,8.411111111111111,7,1,1,65.0,25.0
2019-07-10,47,13.659574468085106,0.00425531914893617,0.7761904761904762,10.802941176470588,7,2,1,47.0,65.0
2019-07-11,25,14.24,0.0,0.7416666666666667,18.7,7,3,1,47.0,47.0
2019-07-12,25,15.25,0.0,0.8333333333333334,7.7250000000000005,7,4,1,25.0,47.0
2019-07-13,97,15.577319587628866,0.0,0.7759036144578314,18.848684210526315,7,5,1,25.0,25.0
2019-07-14,63,16.174603174603174,0.052380952380952375,0.7758064516129033,24.241666666666667,7,6,1,97.0,25.0
2019-07-15,63,16.746031746031747,0.03968253968253968,0.7770491803278688,10.531818181818181,7,0,1,63.0,97.0
2019-07-16,61,18.491803278688526,2.0754098360655737,0.6864406779661016,3.323529411764706,7,1,1,63.0,63.0
2019-07-17,43,19.930232558139537,0.23255813953488372,0.8023255813953488,6.109375,7,2,1,61.0,63.0
2019-07-18,49,16.918367346938776,0.0,0.8340425531914895,26.55185185185185,7,3,1,43.0,61.0
2019-07-19,112,22.0625,0.0008928571428571429,0.8845454545454545,22.54313725490196,7,4,1,49.0,43.0
2019-07-20,227,19.973568281938327,1.244933920704846,0.6504424778761062,25.914736842105263,7,5,1,112.0,49.0
2019-07-21,160,9.35,0.5,0.7006369426751592,18.9258064516129,7,6,1,227.0,112.0
2019-07-22,176,11.340909090909092,0.0005681818181818183,0.8221590909090909,12.886363636363637,7,0,1,160.0,227.0
2019-07-23,85,12.776470588235295,0.3341176470588236,0.79375,10.066666666666666,7,1,1,176.0,160.0
2019-07-24,71,12.859154929577464,0.14647887323943662,0.8059701492537313,31.66153846153846,7,2,1,85.0,176.0
2019-07-25,202,12.633663366336634,0.057920792079207924,0.7889447236180904,22.724528301886796,7,3,1,71.0,85.0
2019-07-26,301,11.275747508305647,0.0,0.8186440677966101,26.025490196078433,7,4,1,202.0,71.0
2019-07-27,334,11.523952095808383,0.011976047904191617,0.807645259938838,25.255656108597286,7,5,1,301.0,202.0
2019-07-28,416,14.338942307692308,0.0,0.8509803921568627,34.424774774774775,7,6,1,334.0,301.0
2019-07-29,357,15.932773109243698,0.01792717086834734,0.8706552706552707,15.191566265060242,7,0,1,416.0,334.0
2019-07-30,161,18.366459627329192,0.0,0.8445859872611464,36.53432835820896,7,1,1,357.0,416.0
2019-07-31,337,19.976261127596437,0.0,0.8897280966767371,18.17810945273632,7,2,1,161.0,357.0
2019-08-01,563,19.83126110124334,0.0,0.9961748633879781,15.220703125,8,3,1,337.0,161.0
2019-08-02,581,21.772805507745268,0.0051635111876075735,0.998782608695652,27.087772925764195,8,4,1,563.0,337.0
2019-08-03,1649,22.030927835051546,0.0,0.9153798256537984,18.936074766355137,8,5,1,581.0,563.0
2019-08-04,2273,20.943686757589088,0.0,0.9525438991445294,31.935506241331485,8,6,1,1649.0,581.0
2019-08-05,2552,22.600705329153605,0.0,0.9838008692216516,16.874701195219124,8,0,1,2273.0,1649.0
2019-08-06,1728,23.31597222222222,0.0,0.9966121495327103,17.15793010752688,8,1,1,2552.0,2273.0
2019-08-07,1231,24.786352558895206,0.0,0.9990123456790123,15.398932384341638,8,2,1,1728.0,2552.0
2019-08-08,574,26.717770034843205,0.0,0.9980530973451327,18.70893470790378,8,3,1,1231.0,1728.0
2019-08-09,864,28.72800925925926,0.0002314814814814815,0.9986935866983373,25.56645569620253,8,4,1,574.0,1231.0
2019-08-10,1480,31.423648648648648,0.0,0.998079561042524,51.081944444444446,8,5,1,864.0,574.0
2019-08-11,2347,31.69620792501065,0.03293566254793353,0.9982058949167023,67.64573643410853,8,6,1,1480.0,864.0
2019-08-12,2170,34.58847926267281,0.0,0.9999072356215214,16.55596745027125,8,0,1,2347.0,1480.0
2019-08-13,2136,32.91011235955056,0.0,0.9999526963103123,30.249486461251166,8,1,1,2170.0,2347.0
2019-08-14,4517,30.91299535089661,0.0006641576267434137,0.9980884641031339,35.41175734834272,8,2,1,2136.0,2170.0
2019-08-15,3379,31.257041209605692,5.9294396679513786e-05,1.0,23.621366698748794,8,3,1,4517.0,2136.0
2019-08-16,3873,31.870126516911956,0.006764781822876323,0.9999223602484472,24.937048665620093,8,4,1,3379.0,4517.0
2019-08-17,1675,32.51761194029851,0.07659701492537314,0.9988554216867469,31.087697516930024,8,5,1,3873.0,3379.0
2019-08-18,1471,32.56492182188987,0.656968048946295,0.9421448087431694,19.868304278922345,8,6,1,1675.0,3873.0
2019-08-19,1017,30.00196656833825,1.0798426745329401,0.8865877712031558,10.228280542986424,8,0,1,1471.0,1675.0
2019-08-20,832,24.11778846153846,1.2965144230769232,0.7914738124238733,18.75260663507109,8,1,1,1017.0,1471.0
2019-08-21,1547,14.08338720103426,0.5023270846800258,0.8653420195439739,22.976945244956774,8,2,1,832.0,1017.0
2019-08-22,1212,9.290429042904291,0.9858085808580858,0.8733001658374793,10.704127579737337,8,3,1,1547.0,832.0
2019-08-23,1457,4.442690459849005,0.7158544955387783,0.8838953888506538,39.18456937799043,8,4,1,1212.0,1547.0
2019-08-24,1856,3.6945043103448274,3.455603448275862,0.7366576819407008,20.30965824665676,8,5,1,1457.0,1212.0
2019-08-25,546,5.972527472527473,11.122527472527471,0.40685185185185185,23.165702479338844,8,6,1,1856.0,1457.0
2019-08-26,121,6.190082644628099,13.687603305785125,0.05289256198347108,15.971428571428572,8,0,1,546.0,1856.0
2019-08-27,70,4.642857142857143,13.062857142857142,0.13623188405797101,10.456666666666667,8,1,1,121.0,546.0
2019-08-28,80,2.7875,3.2674999999999996,0.23500000000000001,14.124444444444444,8,2,1,70.0,121.0
2019-08-29,192,0.53125,0.41302083333333334,0.15885416666666666,46.59662921348315,8,3,1,80.0,70.0
2019-08-30,511,0.41291585127201563,7.538160469667319,0.04,18.553909465020578,8,4,1,192.0,80.0
2019-08-31,851,0.7050528789659224,3.3414806110458284,0.09737156511350059,20.890881458966568,8,5,1,511.0,192.0
2019-09-01,888,0.7747747747747747,1.6403153153153152,0.21913929784824462,14.29978947368421,9,6,1,851.0,511.0
2019-09-02,198,1.297979797979798,10.303535353535352,0.22448979591836735,8.074489795918367,9,0,1,888.0,851.0
2019-09-03,310,0.4096774193548387,32.696774193548386,0.0006535947712418301,11.525,9,1,1,198.0,888.0
2019-09-04,127,0.4251968503937008,10.488976377952755,0.03622047244094489,27.510256410256414,9,2,1,310.0,198.0
2019-09-05,142,0.09859154929577464,6.51830985915493,0.011267605633802818,7.0093749999999995,9,3,1,127.0,310.0
2019-09-06,191,0.1518324607329843,4.110471204188482,0.004736842105263158,48.196226415094344,9,4,1,142.0,127.0
2019-09-07,522,0.5440613026819924,1.3076628352490423,0.02034548944337812,27.837019230769233,9,5,1,191.0,142.0
2019-09-08,1522,1.0998685939553219,0.03409986859395532,0.06780551905387648,37.48916083916084,9,6,1,522.0,191.0
2019-09-09,2274,2.3896218117854002,0.014819700967458225,0.16587510993843446,21.735308343409912,9,0,1,1522.0,522.0
2019-09-10,2682,2.744593586875466,2.909321401938852,0.13665546845838,22.954662698412697,9,1,1,2274.0,1522.0
