Data,qtd_focos,media_dias_sem_chuva,media_precipitacao,media_risco_fogo
2019-06-07,6,4.666666666666667,1.2166666666666666,0.4666666666666666
2019-06-08,10,4.3,3.9299999999999997,0.19
2019-06-09,1,1.0,1.4,0.1
2019-06-11,4,2.0,0.05,0.1
2019-06-12,2,3.0,0.0,0.85
2019-06-13,3,2.6666666666666665,0.43333333333333335,0.95
2019-06-14,15,2.6666666666666665,0.19333333333333333,0.4916666666666667
2019-06-15,19,4.2105263157894735,0.010526315789473684,0.6157894736842104
2019-06-16,10,6.1,0.0,0.43
2019-06-17,14,5.0,0.7142857142857143,0.5916666666666667
2019-06-18,29,6.724137931034483,0.03103448275862069,0.6714285714285715
2019-06-19,17,6.0,0.017647058823529415,0.7705882352941176
2019-06-20,28,8.321428571428571,0.0,0.6559999999999999
2019-06-21,12,7.166666666666667,0.0,0.5399999999999999
2019-06-22,18,11.555555555555555,0.05555555555555555,0.66875
2019-06-23,14,10.357142857142858,0.0,0.5642857142857143
2019-06-24,11,12.272727272727273,0.15454545454545457,0.4
2019-06-25,11,15.909090909090908,0.0,0.7000000000000001
2019-06-27,3,0.0,0.10000000000000002,0.5333333333333333
2019-06-28,11,1.5454545454545454,0.0,0.5777777777777778
2019-06-29,47,2.574468085106383,0.019148936170212762,0.5666666666666667
2019-06-30,45,5.711111111111111,0.015555555555555555,0.6488372093023256
2019-07-01,37,8.972972972972974,0.0,0.6918918918918919
2019-07-02,17,5.9411764705882355,0.06470588235294118,0.6705882352941177
2019-07-03,26,5.8076923076923075,0.0,0.7192307692307692
2019-07-04,30,7.0,0.07,0.55
2019-07-05,5,8.0,0.0,0.6
2019-07-06,24,6.333333333333333,0.0,0.48
2019-07-07,25,10.0,0.0,0.635
2019-07-08,65,11.246153846153845,0.0,0.7452830188679245
2019-07-09,47,12.425531914893616,0.0,0.8511627906976744
2019-07-10,47,13.659574468085106,0.00425531914893617,0.7761904761904762
2019-07-11,25,14.24,0.0,0.7416666666666667
2019-07-12,25,15.25,0.0,0.8333333333333334
2019-07-13,97,15.577319587628866,0.0,0.7759036144578314
2019-07-14,63,16.174603174603174,0.052380952380952375,0.7758064516129033
2019-07-15,63,16.746031746031747,0.03968253968253968,0.7770491803278688
2019-07-16,61,18.491803278688526,2.0754098360655737,0.6864406779661016
2019-07-17,43,19.930232558139537,0.23255813953488372,0.8023255813953488
2019-07-18,49,16.918367346938776,0.0,0.8340425531914895
2019-07-19,112,22.0625,0.0008928571428571429,0.8845454545454545
2019-07-20,227,19.973568281938327,1.244933920704846,0.6504424778761062
2019-07-21,160,9.35,0.5,0.7006369426751592
2019-07-22,176,11.340909090909092,0.0005681818181818183,0.8221590909090909
2019-07-23,85,12.776470588235295,0.3341176470588236,0.79375
2019-07-24,71,12.859154929577464,0.14647887323943662,0.8059701492537313
2019-07-25,202,12.633663366336634,0.057920792079207924,0.7889447236180904
2019-07-26,301,11.275747508305647,0.0,0.8186440677966101
2019-07-27,334,11.523952095808383,0.011976047904191617,0.807645259938838
2019-07-28,416,14.338942307692308,0.0,0.8509803921568627
2019-07-29,357,15.932773109243698,0.01792717086834734,0.8706552706552707
2019-07-30,161,18.366459627329192,0.0,0.8445859872611464
2019-07-31,337,19.976261127596437,0.0,0.8897280966767371
2019-08-01,563,19.83126110124334,0.0,0.9961748633879781
2019-08-02,581,21.772805507745268,0.0051635111876075735,0.998782608695652
2019-08-03,1649,22.030927835051546,0.0,0.9153798256537984
2019-08-04,2273,20.943686757589088,0.0,0.9525438991445294
2019-08-05,2552,22.600705329153605,0.0,0.9838008692216516
2019-08-06,1728,23.31597222222222,0.0,0.9966121495327103
2019-08-07,1231,24.786352558895206,0.0,0.9990123456790123
